code_uic;ville;villegare;region;departement;lat;lng
87988717;Lycée Henri Sellier;LIVRY GARGAN GARE LYCEE HENRI SELLIER TR;REGION DE PARIS-EST;Seine-Saint-Denis;48.91646;2.51504
87784876;Bourg-Madame;BOURG MADAME GARE;REGION LANGUEDOC-ROUSSILLON;Pyrénées-Orientales;42.4324069;1.9486704
87784819;Font-Romeu-Odeillo-Via;FONT ROMEU ODEILLO VIA GARE;REGION LANGUEDOC-ROUSSILLON;Pyrénées-Orientales;42.4912317;2.0383917
87784751;Thuès Carença;;REGION LANGUEDOC-ROUSSILLON;Pyrénées-Orientales;42.5229486;2.2227279
87784686;Villefranche - Vernet-les-Bains;VILLEFRANCHE VERNET LES BAINS GARE;REGION LANGUEDOC-ROUSSILLON;Pyrénées-Orientales;42.591998;2.370396
87784546;Millas;MILLAS GARE;REGION LANGUEDOC-ROUSSILLON;Pyrénées-Orientales;42.6888961;2.6937502
87784264;Port-Vendres;PORT VENDRES VILLE GARE;REGION LANGUEDOC-ROUSSILLON;Pyrénées-Orientales;42.5136077;3.1025762
87783670;Belvezet;BELVEZET GARE;REGION LANGUEDOC-ROUSSILLON;Lozère;44.5617971;3.7518919
87783654;Allenc;ALLENC GARE;REGION LANGUEDOC-ROUSSILLON;Lozère;44.541296;3.6638926
87783647;Bagnols - Chadenet;BAGNOLS CHADENET EX GARE;REGION LANGUEDOC-ROUSSILLON;Lozère;44.5286125;3.628178
87783423;Saint-Georges-de-Luzençon;SAINT GEORGES DE LUZENCON GARE;REGION LANGUEDOC-ROUSSILLON;Aveyron;44.066553;2.983784
87783282;Marvejols;MARVEJOLS GARE;REGION LANGUEDOC-ROUSSILLON;Lozère;44.5446819;3.2810718
87781542;Ceilhes - Roqueredonde;CEILHES ROQUEREDONDE EX GARE;REGION LANGUEDOC-ROUSSILLON;Hérault;43.8122656;3.1551583
87781534;Montpaon;MONTPAON GARE;REGION LANGUEDOC-ROUSSILLON;Aveyron;43.8685236;3.1097221
87781062;Port-la-Nouvelle;PORT LA NOUVELLE GARE;REGION LANGUEDOC-ROUSSILLON;Aude;43.0199342;3.0388188
87775817;Vauvert;VAUVERT GARE;REGION LANGUEDOC-ROUSSILLON;Gard;43.6950375;4.270165
87775528;Molières-sur-Cèze;;;Gard;;
87775346;Boucoiran-et-Nozières;BOUCOIRAN GARE;REGION LANGUEDOC-ROUSSILLON;Gard;43.9926943;4.187634
87775197;Villefort;VILLEFORT GARE;REGION LANGUEDOC-ROUSSILLON;Lozère;44.4395099;3.9240146
87773531;Vic - Mireval;VIC MIREVAL GARE;REGION LANGUEDOC-ROUSSILLON;Hérault;43.5007687;3.7994505
87773465;Saint-Aunès;SAINT AUNES GARE;REGION LANGUEDOC-ROUSSILLON;Hérault;43.6354383;3.9628994
87773002;Montpellier Saint-Roch;MONTPELLIER GARE;REGION LANGUEDOC-ROUSSILLON;Hérault;43.604738;3.880674
87765198;Bédarrides;BEDARRIDES GARE;REGION PROVENCE ALPES COTE D'AZUR;Vaucluse;44.0407636;4.8931321
87763755;Laragne-Montéglin;LARAGNE GARE;REGION PROVENCE ALPES COTE D'AZUR;Hautes-Alpes;44.3164984;5.8189832
87763557;L'Argentière Les Écrins;L ARGENTIERE LA BESSEE GARE;REGION PROVENCE ALPES COTE D'AZUR;Hautes-Alpes;44.7909802;6.5564162
87763508;Mont-Dauphin - Guillestre;MONTDAUPHIN GUILLESTRE GARE;REGION PROVENCE ALPES COTE D'AZUR;Hautes-Alpes;44.6746283;6.6156027
87763466;Embrun;EMBRUN GARE;REGION PROVENCE ALPES COTE D'AZUR;Hautes-Alpes;44.567008;6.496773
87763425;Chorges;CHORGES GARE;REGION PROVENCE ALPES COTE D'AZUR;Hautes-Alpes;44.5458415;6.2718887
87761262;Loriol-sur-Drôme;LORIOL GARE;REGION RHONE-ALPES;Drôme;44.7544973;4.8171679
87757690;Biot;BIOT GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-Maritimes;43.610951;7.126090
87757591;Mandelieu-la-Napoule;MANDELIEU LA NAPOULE GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-Maritimes;43.523903;6.941313
87757542;Le Dramont;LE DRAMONT HALTE;REGION PROVENCE ALPES COTE D'AZUR;Var;43.4178193;6.8442467
87757534;Boulouris sur Mer;BOULOURIS SUR MER GARE;REGION PROVENCE ALPES COTE D'AZUR;Var;43.4163471;6.8082519
87756882;Tende;TENDE GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-Maritimes;44.089922;7.5941608
87756874;La Brigue;LA BRIGUE GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-Maritimes;44.0625669;7.6056235
87756866;Saint-Dalmas de Tende;SAINT DALMAS DE TENDE P GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-Maritimes;44.05582;7.5834505
87756775;Drap - Cantaron;DRAP CANTARON P GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-Maritimes;43.7599599;7.3168739
87756353;Nice Riquier;NICE RIQUIER GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-Maritimes;43.705554;7.290175
87756007;Nice Saint Roch;;;Alpes-Maritimes;43.715342;7.286869
87755397;Gonfaron;GONFARON GARE;REGION PROVENCE ALPES COTE D'AZUR;Var;43.3171516;6.2817644
87755371;Carnoules;CARNOULES GARE;REGION PROVENCE ALPES COTE D'AZUR;Var;43.2974104;6.1862531
87755355;Cuers - Pierrefeu;CUERS PIERREFEU GARE;REGION PROVENCE ALPES COTE D'AZUR;Var;43.2364281;6.0856855
87755314;La Pauline Hyères;LA PAULINE HYERES GARE;REGION PROVENCE ALPES COTE D'AZUR;Var;43.1364769;6.0351027
87753582;Niolon;NIOLON GARE;REGION PROVENCE ALPES COTE D'AZUR;Bouches-du-Rhône;43.340223;5.2569415
87753574;La Redonne Ensuès;LA REDONNE ENSUES P GARE;REGION PROVENCE ALPES COTE D'AZUR;Bouches-du-Rhône;43.33447;5.1975675
87753426;Rassuen;RASSUEN GARE;REGION PROVENCE ALPES COTE D'AZUR;Bouches-du-Rhône;43.4966716;4.9731266
87753418;Istres;ISTRES GARE;REGION PROVENCE ALPES COTE D'AZUR;Bouches-du-Rhône;43.5153953;4.9804272
87751776;Cassis;CASSIS GARE;REGION PROVENCE ALPES COTE D'AZUR;Bouches-du-Rhône;43.234060;5.553055
87751362;Pertuis;;;Vaucluse;43.6845547;5.5037023
87751271;La Brillanne - Oraison;LA BRILLANNE ORAISON GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-de-Haute-Provence;43.9247771;5.8923199
87751230;Château-Arnoux-Saint-Auban;SAINT AUBAN GARE;REGION PROVENCE ALPES COTE D'AZUR;Alpes-de-Haute-Provence;44.0615651;5.9973734
87747576;Vif;VIF GARE;REGION ALPES;Isère;45.0476532;5.6854542
87747329;Moirans;MOIRANS GARE;REGION ALPES;Isère;45.322185;5.581915
87747204;Virieu sur Bourbre;VIRIEU SUR BOURBRE GARE;REGION ALPES;;45.491703;5.4721424
87746883;Le Buet;LE BUET GARE;REGION ALPES;Haute-Savoie;46.018805;6.9204119
87746842;La Joux;LA JOUX (HTE SAVOIE) HALTE;REGION ALPES;Haute-Savoie;45.9657075;6.910179
87746776;Les Pélerins;LES PELERINS GARE;REGION ALPES;Haute-Savoie;45.9125671;6.8472858
87746719;Servoz;SERVOZ GARE;REGION ALPES;Haute-Savoie;45.9244592;6.763444
87746511;Reignier-Ésery;REIGNIER GARE;REGION ALPES;Haute-Savoie;46.1256159;6.2675466
87746438;Sallanches - Combloux - Megève;SALLANCHES COMBLOUX MEGEVE GARE;REGION ALPES;Haute-Savoie;45.935702;6.636431
87746412;Magland;MAGLAND GARE;REGION ALPES;Haute-Savoie;46.016945;6.6215075
87746313;Saint-Pierre-en-Faucigny;SAINT PIERRE EN FAUCIGNY GARE;REGION ALPES;Haute-Savoie;46.0593442;6.3757533
87746206;Pringy;PRINGY (HAUTE SAVOIE) GARE;REGION ALPES;Haute-Savoie;45.9395239;6.1232736
87746008;Annecy;ANNECY GARE;REGION ALPES;Haute-Savoie;45.901965;6.121835
87745620;Perrignier;PERRIGNIER GARE;REGION ALPES;Haute-Savoie;46.303259;6.4249208
87745414;Valleiry;VALLEIRY GARE;REGION ALPES;Haute-Savoie;46.1092875;5.96735
87743534;Oyonnax;OYONNAX GARE;REGION ALPES;Ain;46.259742;5.653338
87743344;Cize - Bolozon;CIZE BOLOZON GARE;REGION ALPES;Ain;46.2134803;5.4540677
87743146;Ambronay - Priay;AMBRONAY PRIAY GARE;REGION ALPES;Ain;46.0115941;5.3382579
87743120;Pont-d'Ain;PONT D AIN GARE;REGION ALPES;Ain;46.053961;5.3343285
87741694;Notre-Dame de Briançon;NOTRE DAME DE BRIANCON GARE;REGION ALPES;Savoie;45.5393185;6.4687785
87741629;Frontenex;FRONTENEX GARE;REGION ALPES;Savoie;45.6305461;6.3140556
87741454;Saint-Béron - La Bridoire;SAINT BERON LA BRIDOIRE GARE;REGION ALPES;Savoie;45.5038935;5.7319345
87741439;Lépin-le-Lac - La Bauche;LEPIN LE LAC LA BAUCHE GARE;REGION ALPES;Savoie;45.541519;5.7649834
87741280;Épierre - Saint-Léger;EPIERRE GARE;REGION ALPES;Savoie;45.457027;6.292521
87741256;Aiguebelle;AIGUEBELLE GARE;REGION ALPES;;45.5437225;6.3067175
87741181;Montmélian;MONTMELIAN GARE;REGION ALPES;Savoie;45.503059;6.043289
87734699;Le Puy-en-Velay;LE PUY GARE;REGION AUVERGNE;Haute-Loire;45.042866;3.892421
87734319;Langeac;LANGEAC GARE;REGION AUVERGNE;Haute-Loire;45.10125;3.490672
87734301;Saint-Georges-d'Aurac;SAINT GEORGES D AURAC GARE;REGION AUVERGNE;Haute-Loire;45.1605341;3.4947035
87734186;Vic-le-Comte;VIC LE COMTE GARE;REGION AUVERGNE;Puy-de-Dôme;45.664911;3.207079
87734178;Les Martres-de-Veyre;LES MARTRES DE VEYRE GARE;REGION AUVERGNE;Puy-de-Dôme;45.688155;3.193228
87734152;Sarliève - Cournon;SARLIEVE COURNON GARE;REGION AUVERGNE;Puy-de-Dôme;45.7387697;3.1681196
87734129;Aigueperse;AIGUEPERSE GARE;REGION AUVERGNE;Puy-de-Dôme;46.0147884;3.1982621
87734111;Aubiat;AUBIAT GARE;REGION AUVERGNE;Puy-de-Dôme;45.983812;3.1605115
87734046;Gerzat;GERZAT GARE;REGION AUVERGNE;Puy-de-Dôme;45.8335879;3.1431045
87734038;Royat - Chamalières;ROYAT CHAMALIERES GARE;REGION AUVERGNE;Puy-de-Dôme;45.7676495;3.0615022
87728501;Saint-Fons;SAINT FONS GARE;REGION RHONE-ALPES;Rhône;45.7058114;4.8525663
87726885;Montrond-les-Bains;MONTROND LES BAINS P GARE;REGION RHONE-ALPES;Loire;45.644429;4.248814
87726877;Feurs;FEURS GARE;REGION RHONE-ALPES;Loire;45.744156;4.230573
87726794;Beauzac;;;;;
87726430;Saint-Romain-le-Puy;SAINT ROMAIN LE PUY GARE;REGION RHONE-ALPES;Loire;45.5545543;4.1208275
87726406;Andrézieux-Bouthéon;ANDREZIEUX GARE;REGION RHONE-ALPES;Loire;45.5217037;4.254834
87726216;Bouthéon;BOUTHEON GARE;REGION RHONE-ALPES;Loire;45.5246289;4.2777187
87726190;Saint-Étienne Bellevue;SAINT ETIENNE BELLEVUE GARE;REGION RHONE-ALPES;Loire;45.417128;4.392734
87726158;Saint-Étienne La Terrasse;SAINT ETIENNE LA TERRASSE GARE;REGION RHONE-ALPES;Loire;45.464843;4.379601
87726000;Saint-Étienne Châteaucreux;SAINT ETIENNE CHATEAUCREUX GARE;REGION RHONE-ALPES;Loire;45.443366;4.399722
87725838;Mézériat;MEZERIAT GARE;REGION ALPES;Ain;46.2350502;5.046622
87725804;Pont-de-Veyle;PONT DE VEYLE GARE;REGION ALPES;Ain;46.2679114;4.8930347
87725622;Tournus;TOURNUS GARE;REGION BOURGOGNE FRANCHE-COMTE;Saône-et-Loire;46.566680;4.906647
87723551;La Boisse;;;;;
87723536;Saint-Maurice-de-Beynost;SAINT MAURICE DE BEYNOST GARE;REGION RHONE-ALPES;Ain;45.827421;4.976986
87723502;Crépieux la Pape;CREPIEUX LA PAPE HALTE;REGION RHONE-ALPES;Rhône;45.8038348;4.8922918
87723353;Saint-Priest;SAINT PRIEST GARE;REGION RHONE-ALPES;Rhône;45.686659;4.934242
87723320;Vénissieux;VENISSIEUX GARE VOYAGEURS;REGION RHONE-ALPES;Rhône;45.705551;4.888109
87722744;Alaï;;REGION RHONE-ALPES;Rhône;45.7521198;4.7717824
87722702;Francheville;FRANCHEVILLE GARE;REGION RHONE-ALPES;Rhône;45.7336473;4.7693729
87722678;Le Péage-de-Roussillon;LE PEAGE DE ROUSSILLON GARE;REGION RHONE-ALPES;Isère;45.371797;4.795402
87722561;Chasse-sur-Rhône;CHASSE SUR RHONE GARE;REGION RHONE-ALPES;Isère;45.582370;4.794843
87722439;Givors Canal;GIVORS CANAL GARE;REGION RHONE-ALPES;Rhône;45.5957662;4.7725754
87721894;Poule;;;;;
87721811;Ternand;;;;;
87721449;Dardilly Le Jubin;DARDILLY GARE;REGION RHONE-ALPES;Rhône;45.815143;4.7613451
87721340;Saint-Georges-de-Reneins;SAINT GEORGES DE RENEINS GARE;REGION RHONE-ALPES;Rhône;46.0621952;4.7188908
87721241;Couzon-au-Mont-d'Or;COUZON AU MONT D OR GARE;REGION RHONE-ALPES;Rhône;45.8486737;4.8294786
87721050;Régny;REGNY GARE;REGION RHONE-ALPES;Loire;45.987705;4.2150753
87721043;Saint-Victor - Thizy;SAINT VICTOR THIZY GARE;REGION RHONE-ALPES;Loire;46.0024781;4.2810245
87718833;Mouchard;MOUCHARD GARE;REGION BOURGOGNE FRANCHE-COMTE;Jura;46.976911;5.799644
87718577;Gilley;GILLEY GARE;REGION BOURGOGNE FRANCHE-COMTE;Doubs;47.0500626;6.4925676
87718460;Baume-les-Dames;BAUME LES DAMES GARE;REGION BOURGOGNE FRANCHE-COMTE;Doubs;47.353937;6.359603
87718361;Orchamps;ORCHAMPS (JURA) GARE;REGION BOURGOGNE FRANCHE-COMTE;Jura;47.1500962;5.659147
87718155;Arbois;ARBOIS GARE;REGION BOURGOGNE FRANCHE-COMTE;Jura;46.912509;5.7648273
87715326;Champagnole;CHAMPAGNOLE GARE;REGION BOURGOGNE FRANCHE-COMTE;Jura;46.7492981;5.9100314
87715136;Frasne;FRASNE GARE;REGION BOURGOGNE FRANCHE-COMTE;Doubs;46.857596;6.157767
87713842;Gemeaux;GEMEAUX GARE;REGION BOURGOGNE FRANCHE-COMTE;Côte-d'Or;47.478542;5.1293074
87713701;Mervans;MERVANS GARE;REGION BOURGOGNE FRANCHE-COMTE;Saône-et-Loire;46.7988928;5.1794099
87713578;Chagny;CHAGNY GARE;REGION BOURGOGNE FRANCHE-COMTE;Saône-et-Loire;46.907269;4.749682
87713545;Beaune;BEAUNE GARE;REGION BOURGOGNE FRANCHE-COMTE;Côte-d'Or;47.023053;4.848379
87713412;Dole;DOLE VILLE GARE;REGION BOURGOGNE FRANCHE-COMTE;Jura;47.096084;5.488105
87713347;Auxonne;AUXONNE P GARE;REGION BOURGOGNE FRANCHE-COMTE;Côte-d'Or;47.192663;5.377370
87713115;Les Laumes Alésia;LES LAUMES ALESIA P GARE;REGION BOURGOGNE FRANCHE-COMTE;Côte-d'Or;47.543054;4.462602
87713099;Thenissey;THENISSEY GARE;REGION BOURGOGNE FRANCHE-COMTE;Côte-d'Or;47.4947945;4.6221929
87712026;Rully;RULLY GARE;REGION BOURGOGNE FRANCHE-COMTE;Saône-et-Loire;46.8804303;4.761033
87696419;Thiel-sur-Acolin;;;Allier;;
87696351;Varennes-sur-Allier;VARENNES SUR ALLIER GARE;REGION AUVERGNE;Allier;46.3154922;3.3941783
87696336;Bessay-sur-Allier;BESSAY GARE;REGION AUVERGNE;Allier;46.4435849;3.3606477
87696187;Mesves - Bulcy;MESVES BULCY GARE;REGION AUVERGNE;Nièvre;47.2420755;3.0065175
87696161;Tracy - Sancerre;TRACY SANCERRE GARE;REGION AUVERGNE;Nièvre;47.3376398;2.8804164
87694695;Digoin;DIGOIN GARE;REGION BOURGOGNE FRANCHE-COMTE;Saône-et-Loire;46.4851604;3.9876537
87694687;Paray-le-Monial;PARAY LE MONIAL GARE;REGION BOURGOGNE FRANCHE-COMTE;Saône-et-Loire;46.447312;4.113744
87694521;Manlay;;;Côte-d'Or;;
87694471;Saulieu;;;Côte-d'Or;;
87694398;Cheilly-lès-Maranges;CHEILLY LES MARANGES GARE;REGION BOURGOGNE FRANCHE-COMTE;Saône-et-Loire;46.8924768;4.6758424
87683664;Vermenton;VERMENTON GARE;REGION DE PARIS-SUD-EST;Yonne;47.6605943;3.7320212
87683631;Vincelles;;;Yonne;47.7042304;3.6284728
87683573;Auxerre Saint-Gervais;AUXERRE ST GERVAIS GARE;REGION DE PARIS-SUD-EST;Yonne;47.797645;3.585140
87683532;Chemilly - Appoigny;CHEMILLY APPOIGNY GARE;REGION DE PARIS-SUD-EST;Yonne;47.8972366;3.5543936
87683268;Laroche - Migennes;LAROCHE MIGENNES GARE;REGION DE PARIS-SUD-EST;Yonne;47.960998;3.513191
87683227;Saint-Julien-du-Sault;SAINT JULIEN DU SAULT P GARE;REGION DE PARIS-SUD-EST;Yonne;48.0269195;3.302688
87682526;Ponthierry - Pringy;PONTHIERRY PRINGY GARE;REGION DE PARIS-SUD-EST;Seine-et-Marne;48.534933;2.544590
87682468;Vernou-la-Celle-sur-Seine;VERNOU SUR SEINE GARE;REGION DE PARIS-SUD-EST;Seine-et-Marne;48.3864547;2.8424649
87682294;Saint-Mammès;SAINT MAMMES GARE;REGION DE PARIS-SUD-EST;Seine-et-Marne;48.382171;2.815930
87682112;Yerres;YERRES GARE;REGION DE PARIS-SUD-EST;Essonne;48.706759;2.483370
87682005;Melun;MELUN P GARE;REGION DE PARIS-SUD-EST;Seine-et-Marne;48.527662;2.655404
87681635;Le Coudray-Montceaux;COUDRAY MONTCEAUX GARE;REGION DE PARIS-SUD-EST;Essonne;48.5661679;2.4924649
87681437;Ballancourt-sur-Essonne;BALLANCOURT GARE;REGION DE PARIS-SUD-EST;Essonne;48.532114;2.371274
87681379;Grigny Centre;GRIGNY CENTRE GARE;REGION DE PARIS-SUD-EST;Essonne;48.653430;2.395797
87681361;Évry Val de Seine;EVRY GARE;REGION DE PARIS-SUD-EST;Essonne;48.63442;2.45209
87681007;Corbeil-Essonnes;CORBEIL ESSONNES GARE;REGION DE PARIS-SUD-EST;Essonne;48.61403;2.47401
87673707;Ossès - Saint-Martin-d'Arrossa;OSSES ST MARTIN D ARROSSA GARE;REGION POITOU-CHARENTES AQUITAINE;Pyrénées-Atlantiques;43.2352119;-1.3048922
87673251;Saubusse;SAUBUSSE LES BAINS GARE;REGION POITOU-CHARENTES AQUITAINE;Landes;43.6603331;-1.1901703
87673095;Boucau;LE BOUCAU GARE;REGION POITOU-CHARENTES AQUITAINE;Pyrénées-Atlantiques;43.5234217;-1.4905872
87673004;Bayonne;BAYONNE GARE;REGION POITOU-CHARENTES AQUITAINE;Pyrénées-Atlantiques;43.496801;-1.470306
87672634;Buzy en Béarn;BUZY EN BEARN GARE;REGION POITOU-CHARENTES AQUITAINE;Pyrénées-Atlantiques;43.1482723;-0.4558864
87672337;Peyrehorade;PEYREHORADE GARE;REGION POITOU-CHARENTES AQUITAINE;Landes;43.5468102;-1.1157577
87672253;Orthez;ORTHEZ GARE;REGION POITOU-CHARENTES AQUITAINE;Pyrénées-Atlantiques;43.484242;-0.76776
87672006;Pau;PAU P GARE;REGION POITOU-CHARENTES AQUITAINE;Pyrénées-Atlantiques;43.291762;-0.369626
87671479;Arengosse;ARENGOSSE GARE;REGION POITOU-CHARENTES AQUITAINE;Landes;44.0069764;-0.8093835
87645440;Vic-sur-Cère;VIC SUR CERE GARE;REGION AUVERGNE;Cantal;44.975877;2.6316644
87645101;Ytrac;YTRAC GARE;REGION AUVERGNE;Cantal;44.9106891;2.3644474
87645002;Aurillac;AURILLAC GARE;REGION AUVERGNE;Cantal;44.921092;2.435655
87641464;La Bourboule;;;Puy-de-Dôme;45.5906298;2.7462611
87641217;Huriel;HURIEL GARE;REGION AUVERGNE;Allier;46.3714332;2.4762569
87641191;La Ville Gozet;LA VILLE GOZET GARE;REGION AUVERGNE;Allier;46.3497686;2.5918028
87641134;St-Gervais-Chateauneuf;;;;;
87618207;Montlaur;MONTLAUR GARE;REGION MIDI PYRENEES;Haute-Garonne;43.4752405;1.5776454
87616011;Avignonet-Lauragais;AVIGNONET (HAUTE GARONNE) GARE;REGION MIDI PYRENEES;Haute-Garonne;43.3638769;1.7872687
87615419;Marssac-sur-Tarn;MARSSAC SUR TARN GARE;REGION MIDI PYRENEES;Tarn;43.9151803;2.026913
87615229;Campagne-sur-Aude;;;Aude;42.9169668;2.2056265
87615120;Couffoulens - Leuc;COUFFOULENS LEUC GARE;REGION LANGUEDOC-ROUSSILLON;Aude;43.1555365;2.3161754
87613398;Albias;ALBIAS GARE;REGION MIDI PYRENEES;Tarn-et-Garonne;44.0919078;1.4448012
87613224;Aubin;AUBIN GARE;REGION MIDI PYRENEES;Aveyron;44.5272762;2.2393128
87613174;Dégagnac;DEGAGNAC GARE;REGION MIDI PYRENEES;Lot;44.6534974;1.3400861
87613091;Figeac;FIGEAC GARE;REGION MIDI PYRENEES;Lot;44.603515;2.037355
87613075;Assier;ASSIER GARE;REGION MIDI PYRENEES;Lot;44.6746197;1.8697681
87611871;Malause;MALAUSE GARE;REGION MIDI PYRENEES;Tarn-et-Garonne;44.0882672;0.9716854
87611814;Mérenvielle;MERENVIELLE GARE;REGION MIDI PYRENEES;Haute-Garonne;43.6365051;1.1503303
87611806;L'Isle-Jourdain;L ISLE JOURDAIN (GERS) GARE;REGION MIDI PYRENEES;Gers;43.617185;1.089829
87611681;Dieupentale;DIEUPENTALE GARE;REGION MIDI PYRENEES;Tarn-et-Garonne;43.8654687;1.2760011
87611657;Saint-Jory;SAINT JORY GARE;REGION MIDI PYRENEES;Haute-Garonne;43.738375;1.371619
87611624;Saint-Jean-de-Verges;;REGION MIDI PYRENEES;Ariège;43.0128587;1.608059
87611616;Foix;FOIX GARE;REGION MIDI PYRENEES;Ariège;42.969746;1.607147
87611533;Ax-les-Thermes;AX LES THERMES GARE;REGION MIDI PYRENEES;Ariège;42.7247967;1.8332516
87611509;Porté-Puymorens;PORTE PUYMORENS GARE;REGION MIDI PYRENEES;Pyrénées-Orientales;42.539136;1.8248462
87611459;La Ville-Dieu-du-Temple;LAVILLEDIEU GARE;REGION MIDI PYRENEES;Tarn-et-Garonne;44.0355186;1.2149646
87611327;Varilhes;VARILHES GARE;REGION MIDI PYRENEES;Ariège;43.0415593;1.6284818
87611244;Montauban Ville Bourbon;MONTAUBAN VILLE BOURBON GARE;REGION MIDI PYRENEES;Tarn-et-Garonne;44.014387;1.341496
87611194;Marignac - Saint-Béat;;;Haute-Garonne;42.9155675;0.651998
87611152;Montréjeau - Gourdan-Polignan;MONTREJEAU GOURDAN POLIGNAN GARE;REGION MIDI PYRENEES;Haute-Garonne;43.078109;0.573500
87611095;Boussens;BOUSSENS GARE;REGION MIDI PYRENEES;Haute-Garonne;43.179617;0.972543
87611087;Martres-Tolosane;MARTRES TOLOSANE GARE;REGION MIDI PYRENEES;Haute-Garonne;43.1962069;1.0167558
87597823;Aubusson;AUBUSSON GARE;REGION LIMOUSIN;Creuse;45.9596691;2.1617231
87597724;Parsac - Gouzon;PARSAC GOUZON GARE;REGION LIMOUSIN;Creuse;46.1986154;2.1744416
87597096;Luant;LUANT GARE;REGION LIMOUSIN;Indre;46.7357683;1.5901964
87595827;Sarlat-la-Canéda;SARLAT GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;44.8770213;1.220328
87595777;Saint-Cyprien;SAINT CYPRIEN GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;44.8632733;1.0434666
87595728;Mauzens-et-Miremont;MAUZENS MIREMONT GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;44.9768912;0.9571897
87595553;Limeyrat;LIMEYRAT GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;45.1562615;0.9776842
87595538;Milhac-d'Auberoche;MILHAC D AUBEROCHE GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;45.1290571;0.9180406
87595512;Niversac;NIVERSAC GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;45.1383083;0.8082195
87595322;Montpon-Ménestérol;MONTPON SUR L ISLE GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;45.006326;0.159328
87595280;Douzillac;DOUZILLAC GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;45.0794691;0.4173893
87595215;La Cave;LA CAVE GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;45.1839595;0.628305
87594671;Lubersac;;;Corrèze;45.4446152;1.3888289
87594622;Saint-Aulaire;SAINT AULAIRE HALTE;REGION LIMOUSIN;Corrèze;45.2488414;1.3986965
87594382;Condat - Le Lardin;CONDAT LE LARDIN GARE;REGION POITOU-CHARENTES AQUITAINE;Dordogne;45.1267128;1.2267493
87594002;Brive-la-Gaillarde;BRIVE LA GAILLARDE GARE;REGION LIMOUSIN;Corrèze;45.152618;1.528655
87592717;Saillat - Chassenon;SAILLAT CHASSENON GARE;REGION LIMOUSIN;Haute-Vienne;45.8696297;0.8117415
87592709;Saint-Junien;SAINT JUNIEN GARE;REGION LIMOUSIN;Haute-Vienne;45.8813844;0.9004849
87592691;Saint-Brice-sur-Vienne;SAINT BRICE SUR VIENNE GARE;REGION LIMOUSIN;Haute-Vienne;45.8781476;0.9523481
87592410;Nieul;NIEUL (HAUTE VIENNE) GARE;REGION LIMOUSIN;Haute-Vienne;45.9273896;1.1723974
87592378;La Souterraine;LA SOUTERRAINE GARE;REGION LIMOUSIN;Creuse;46.239792;1.492151
87592360;Fromental;FROMENTAL GARE;REGION LIMOUSIN;Haute-Vienne;46.1715646;1.4324317
87592253;Pierre-Buffière;PIERRE BUFFIERE P GARE;REGION LIMOUSIN;Haute-Vienne;45.6995226;1.3472667
87592097;Saint-Denis-des-Murs;SAINT DENIS DES MURS GARE;REGION LIMOUSIN;Haute-Vienne;45.7889106;1.5514368
87592071;Saint-Léonard-de-Noblat;SAINT LEONARD DE NOBLAT GARE;REGION LIMOUSIN;Haute-Vienne;45.8320199;1.481686
87592063;Brignac;BRIGNAC GARE;REGION LIMOUSIN;Haute-Vienne;45.8635812;1.4406315
87592055;Saint-Priest-Taurion;SAINT PRIEST TAURION GARE;REGION LIMOUSIN;Haute-Vienne;45.8872383;1.4002297
87586651;Tonneins;TONNEINS GARE;REGION POITOU-CHARENTES AQUITAINE;Lot-et-Garonne;44.392796;0.314093
87586495;Sauveterre-la-Lémance;SAUVETERRE LA LEMANCE GARE;REGION POITOU-CHARENTES AQUITAINE;Lot-et-Garonne;44.5893893;1.0115419
87586479;Sainte-Bazeille;SAINTE BAZEILLE GARE;REGION POITOU-CHARENTES AQUITAINE;Lot-et-Garonne;44.5326935;0.0931269
87586438;Penne-d'Agenais;PENNE (LOT ET GARONNE) GARE;REGION POITOU-CHARENTES AQUITAINE;Lot-et-Garonne;44.3799858;0.8029779
87584730;Saint-Loubès;SAINT LOUBES GARE;REGION POITOU-CHARENTES AQUITAINE;Gironde;44.9224009;-0.4333056
87584722;Saint-Sulpice - Izon;SAINT SULPICE IZON GARE;REGION POITOU-CHARENTES AQUITAINE;Gironde;44.9142742;-0.392135
